CCTV,#genre#
斗鱼游戏HD1,http://43.138.170.29:35455/douyu/5720533
斗鱼游戏HD2,http://43.138.170.29:35455/douyu/101367
斗鱼游戏HD3,http://43.138.170.29:35455/douyu/641986
斗鱼游戏HD5,http://43.138.170.29:35455/douyu/3168536
斗鱼游戏HD6,http://43.138.170.29:35455/douyu/5524515
斗鱼游戏HD7,http://43.138.170.29:35455/douyu/10235695
斗鱼游戏HD8,http://43.138.170.29:35455/douyu/4346416
斗鱼游戏HD9,http://43.138.170.29:35455/douyu/1080583
斗鱼游戏HD10,http://43.138.170.29:35455/douyu/9829796
斗鱼游戏HD11,http://43.138.170.29:35455/douyu/1863767
斗鱼游戏HD12,http://43.138.170.29:35455/douyu/288016
斗鱼游戏HD14,http://43.138.170.29:35455/douyu/2947432
斗鱼游戏HD15,http://43.138.170.29:35455/douyu/9545122
斗鱼游戏HD16,http://43.138.170.29:35455/douyu/9412634
斗鱼游戏HD17,http://43.138.170.29:35455/douyu/10208727
斗鱼游戏HD18,http://43.138.170.29:35455/douyu/582442
斗鱼游戏HD19,http://43.138.170.29:35455/douyu/10389796
斗鱼游戏HD20,http://43.138.170.29:35455/douyu/10072325
斗鱼游戏HD21,http://43.138.170.29:35455/douyu/10608093
斗鱼游戏HD22,http://43.138.170.29:35455/douyu/6601808
斗鱼游戏HD23,http://43.138.170.29:35455/douyu/9747078
斗鱼游戏HD24,http://43.138.170.29:35455/douyu/7929609
斗鱼游戏HD25,http://43.138.170.29:35455/douyu/2038911
斗鱼游戏HD26,http://43.138.170.29:35455/douyu/486816
斗鱼游戏HD27,http://43.138.170.29:35455/douyu/459911
斗鱼游戏HD28,http://43.138.170.29:35455/douyu/4872710
斗鱼游戏HD29,http://43.138.170.29:35455/douyu/428250
斗鱼游戏HD30,http://43.138.170.29:35455/douyu/703747
斗鱼游戏3,http://43.138.170.29:35455/douyu/2018127
斗鱼游戏4,http://43.138.170.29:35455/douyu/24422
斗鱼游戏7,http://43.138.170.29:35455/douyu/65251
斗鱼游戏8,http://43.138.170.29:35455/douyu/6712395
斗鱼游戏9,http://43.138.170.29:35455/douyu/693708
斗鱼棋牌1,http://43.138.170.29:35455/douyu/1227260
斗鱼棋牌2,http://43.138.170.29:35455/douyu/851040
斗鱼棋牌3,http://43.138.170.29:35455/douyu/6264482
斗鱼棋牌4,http://43.138.170.29:35455/douyu/4369877
斗鱼歌舞HD1,http://43.138.170.29:35455/douyu/6129898
斗鱼歌舞HD2,http://43.138.170.29:35455/douyu/920891
斗鱼歌舞HD3,http://43.138.170.29:35455/douyu/5943125
斗鱼歌舞HD4,http://43.138.170.29:35455/douyu/3763915
斗鱼歌舞HD5,http://43.138.170.29:35455/douyu/1607787
斗鱼歌舞HD6,http://43.138.170.29:35455/douyu/549212
斗鱼歌舞HD7,http://43.138.170.29:35455/douyu/592561
斗鱼歌舞HD8,http://43.138.170.29:35455/douyu/10386206
斗鱼歌舞HD9,http://43.138.170.29:35455/douyu/8711854
斗鱼歌舞HD10,http://43.138.170.29:35455/douyu/87777
斗鱼歌舞HD11,http://43.138.170.29:35455/douyu/90999
斗鱼歌舞HD12,http://43.138.170.29:35455/douyu/591657
斗鱼歌舞HD13,http://43.138.170.29:35455/douyu/1011
斗鱼歌舞1,http://43.138.170.29:35455/douyu/6266000
斗鱼歌舞2,http://43.138.170.29:35455/douyu/5628327
斗鱼歌舞3,http://43.138.170.29:35455/douyu/4582220
斗鱼歌舞4,http://43.138.170.29:35455/douyu/5103313
斗鱼歌舞5,http://43.138.170.29:35455/douyu/5746514
斗鱼歌舞6,http://43.138.170.29:35455/douyu/7771387
斗鱼歌舞7,http://43.138.170.29:35455/douyu/5367400
斗鱼歌舞8,http://43.138.170.29:35455/douyu/5278299
斗鱼歌舞9,http://43.138.170.29:35455/douyu/10118209
斗鱼歌舞10,http://43.138.170.29:35455/douyu/170426
斗鱼歌舞11,http://43.138.170.29:35455/douyu/22619
斗鱼歌舞12,http://43.138.170.29:35455/douyu/5772555
斗鱼歌舞13,http://43.138.170.29:35455/douyu/6508860
斗鱼歌舞14,http://43.138.170.29:35455/douyu/92000
斗鱼歌舞15,http://43.138.170.29:35455/douyu/9837104
斗鱼综艺HD1,http://43.138.170.29:35455/douyu/131977
斗鱼综艺HD2,http://43.138.170.29:35455/douyu/7298973
斗鱼综艺HD3,http://43.138.170.29:35455/douyu/9236042
斗鱼MTV1,http://43.138.170.29:35455/douyu/231464
斗鱼MTV2,http://43.138.170.29:35455/douyu/5635000
斗鱼MTV3,http://43.138.170.29:35455/douyu/17732
斗鱼MTV4,http://43.138.170.29:35455/douyu/9586235
斗鱼搏击,http://43.138.170.29:35455/douyu/425809
斗鱼车评,http://43.138.170.29:35455/douyu/321987
斗鱼读书,http://43.138.170.29:35455/douyu/11211
斗鱼旅游1,http://43.138.170.29:35455/douyu/1109218
斗鱼旅游2,http://43.138.170.29:35455/douyu/6580174
斗鱼收藏,http://43.138.170.29:35455/douyu/9812765
斗鱼书画1,http://43.138.170.29:35455/douyu/10633755
斗鱼书画2,http://43.138.170.29:35455/douyu/10633758
斗鱼书画3,http://43.138.170.29:35455/douyu/1319043
斗鱼书画4,http://43.138.170.29:35455/douyu/3436981
斗鱼书画5,http://43.138.170.29:35455/douyu/7856263
斗鱼书画6,http://43.138.170.29:35455/douyu/1066432
斗鱼书画7,http://43.138.170.29:35455/douyu/6327572
斗鱼怀旧1,http://43.138.170.29:35455/douyu/10891424
斗鱼怀旧2,http://43.138.170.29:35455/douyu/8023713
斗鱼怀旧3,http://43.138.170.29:35455/douyu/30191
斗鱼怀旧4,http://43.138.170.29:35455/douyu/9654885
斗鱼怀旧5,http://43.138.170.29:35455/douyu/7505922
斗鱼怀旧6,http://43.138.170.29:35455/douyu/60117
斗鱼怀旧8,http://43.138.170.29:35455/douyu/9432
斗鱼怀旧9,http://43.138.170.29:35455/douyu/69247
斗鱼旅行1,http://43.138.170.29:35455/douyu/9970646
斗鱼旅行2,http://43.138.170.29:35455/douyu/6563725
斗鱼旅行3,http://43.138.170.29:35455/douyu/1668562
斗鱼旅行4,http://43.138.170.29:35455/douyu/9511092
斗鱼旅行5,http://43.138.170.29:35455/douyu/9358196
斗鱼旅行6,http://43.138.170.29:35455/douyu/454867
斗鱼旅行7,http://43.138.170.29:35455/douyu/4837387
斗鱼旅行8,http://43.138.170.29:35455/douyu/850030
斗鱼旅行9,http://43.138.170.29:35455/douyu/9378464
斗鱼旅行10,http://43.138.170.29:35455/douyu/10253213
斗鱼旅行11,http://43.138.170.29:35455/douyu/10319093
斗鱼旅行12,http://43.138.170.29:35455/douyu/442280
斗鱼旅行13,http://43.138.170.29:35455/douyu/1867491
斗鱼旅行14,http://43.138.170.29:35455/douyu/1255068
斗鱼旅行15,http://43.138.170.29:35455/douyu/9314668
斗鱼旅行16,http://43.138.170.29:35455/douyu/9172774
斗鱼旅行17,http://43.138.170.29:35455/douyu/4834417
斗鱼旅行18,http://43.138.170.29:35455/douyu/2240445
虎牙,#genre#
周星星,http://43.138.170.29:35455/huya/24470631
猫和老鼠,http://43.138.170.29:35455/huya/11352879
中华小当家,http://43.138.170.29:35455/huya/11342413
甄子丹,http://43.138.170.29:35455/huya/11352935
冯小刚,http://43.138.170.29:35455/huya/11352906
百鸟朝凤,http://43.138.170.29:35455/huya/15894162
陈翔六点半,http://43.138.170.29:35455/huya/11274154
高分电影,http://43.138.170.29:35455/huya/16615910
精彩不断,http://43.138.170.29:35455/huya/24396428
南征北战,http://43.138.170.29:35455/huya/11336578
路飞,http://43.138.170.29:35455/huya/16913382
麻雀,http://43.138.170.29:35455/huya/11352881
倩女幽魂,http://43.138.170.29:35455/huya/11601970
女神影院,http://43.138.170.29:35455/huya/99350550
极限挑战,http://43.138.170.29:35455/huya/11352914
救援电影,http://43.138.170.29:35455/huya/21059586
欧美电影,http://43.138.170.29:35455/huya/11352880
史诗战争,http://43.138.170.29:35455/huya/21059556
金马影院,http://43.138.170.29:35455/huya/128600025
生活大爆炸,http://43.138.170.29:35455/huya/11342417
天雷滚滚,http://43.138.170.29:35455/huya/11352945
我是大哥大,http://43.138.170.29:35455/huya/23652317
小鲤鱼,http://43.138.170.29:35455/huya/11601961
星爷,http://43.138.170.29:35455/huya/11342412
英叔,http://43.138.170.29:35455/huya/11342421
发哥,http://43.138.170.29:35455/huya/11342387
成龙,http://43.138.170.29:35455/huya/11342386
王晶,http://43.138.170.29:35455/huya/11602058
沈腾,http://43.138.170.29:35455/huya/11601968
黄渤,http://43.138.170.29:35455/huya/11352876
强森,http://43.138.170.29:35455/huya/21059581
漫威,http://43.138.170.29:35455/huya/11602034
宇宙,http://43.138.170.29:35455/huya/11342428
怪兽,http://43.138.170.29:35455/huya/21059577
武侠,http://43.138.170.29:35455/huya/11342427
警匪,http://43.138.170.29:35455/huya/11352886
罪犯,http://43.138.170.29:35455/huya/11352962
枪战,http://43.138.170.29:35455/huya/21059579
海盗,http://43.138.170.29:35455/huya/21059595
赛车,http://43.138.170.29:35455/huya/11279247
推荐,http://43.138.170.29:35455/huya/11602041
救援,http://43.138.170.29:35455/huya/21059594
热血,http://43.138.170.29:35455/huya/11352934
盗墓,http://43.138.170.29:35455/huya/21059552
贺岁,http://43.138.170.29:35455/huya/11601971
玄幻,http://43.138.170.29:35455/huya/11342414
谍战,http://43.138.170.29:35455/huya/21059585
战争,http://43.138.170.29:35455/huya/21059592
喜剧,http://43.138.170.29:35455/huya/11352877
港片,http://43.138.170.29:35455/huya/11602043
国产,http://43.138.170.29:35455/huya/11352973
周星星,http://43.138.170.29:35455/huya/11336587
李连杰,http://43.138.170.29:35455/huya/11342390
洪金宝,http://43.138.170.29:35455/huya/11279251
梁家辉,http://43.138.170.29:35455/huya/11342429
许冠英,http://43.138.170.29:35455/huya/11601972
刘德华,http://43.138.170.29:35455/huya/11342424
斯坦森,http://43.138.170.29:35455/huya/21059588
小鬼头,http://43.138.170.29:35455/huya/11352963
八点档,http://43.138.170.29:35455/huya/880261
蜘蛛侠,http://43.138.170.29:35455/huya/21059599
贺岁片,http://43.138.170.29:35455/huya/11601986
功夫片,http://43.138.170.29:35455/huya/11352941
黑帮片,http://43.138.170.29:35455/huya/11336719
丧尸片,http://43.138.170.29:35455/huya/21059578
灾难片,http://43.138.170.29:35455/huya/11602075
谍战片,http://43.138.170.29:35455/huya/21059587
战争片,http://43.138.170.29:35455/huya/21059574
犯罪片,http://43.138.170.29:35455/huya/11352974
古装片,http://43.138.170.29:35455/huya/11336590
高分动作,http://43.138.170.29:35455/huya/11352884
动作电影,http://43.138.170.29:35455/huya/11602077
搞笑喜剧,http://43.138.170.29:35455/huya/11342423
喜剧专场,http://43.138.170.29:35455/huya/11602044
欢笑影院,http://43.138.170.29:35455/huya/11352894
不挤影院,http://43.138.170.29:35455/huya/11352897
国产悬疑,http://43.138.170.29:35455/huya/11342395
快意江湖,http://43.138.170.29:35455/huya/11342435
黑帮斗争,http://43.138.170.29:35455/huya/11342419
古墓系列,http://43.138.170.29:35455/huya/11352913
嫣然影厅,http://43.138.170.29:35455/huya/11601977
女神系列,http://43.138.170.29:35455/huya/11336571
经典女神,http://43.138.170.29:35455/huya/11352909
许氏三杰,http://43.138.170.29:35455/huya/11602033
经典港片,http://43.138.170.29:35455/huya/11352965
镖行天下,http://43.138.170.29:35455/huya/11352969
高能反转,http://43.138.170.29:35455/huya/11352887
喜乐影院,http://43.138.170.29:35455/huya/21059580
蘑菇影厅,http://43.138.170.29:35455/huya/11601981
搞笑恐怖,http://43.138.170.29:35455/huya/11601960
死神来了,http://43.138.170.29:35455/huya/11352903
变形金刚,http://43.138.170.29:35455/huya/21059596
怪兽系列,http://43.138.170.29:35455/huya/21059554
老三国,http://43.138.170.29:35455/huya/11602081
新三国,http://43.138.170.29:35455/huya/11352944
新水浒,http://43.138.170.29:35455/huya/11342384
纪晓岚,http://43.138.170.29:35455/huya/11342396
庆余年,http://43.138.170.29:35455/huya/11352960
雍正王朝,http://43.138.170.29:35455/huya/11342439
士兵突击,http://43.138.170.29:35455/huya/11342430
爱情公寓,http://43.138.170.29:35455/huya/11336726
家有儿女,http://43.138.170.29:35455/huya/11352872
武林外传,http://43.138.170.29:35455/huya/21059598
地下交通站,http://43.138.170.29:35455/huya/11342433
邻里一家亲,http://43.138.170.29:35455/huya/11342426
YY,#genre#
好久不见-武林外传,http://43.138.170.29:35455/yy/1355914397
封神榜,http://43.138.170.29:35455/yy/1353426319
【战狼3吴京】首播,http://43.138.170.29:35455/yy/1456668939
过年了,http://43.138.170.29:35455/yy/1454553780
新水浒传,http://43.138.170.29:35455/yy/1356059275
豪哥带我们发财,http://43.138.170.29:35455/yy/23402146
电影 古惑仔全集,http://43.138.170.29:35455/yy/1354507447
神医喜来乐,http://43.138.170.29:35455/yy/1382714119
德爷单挑荒野,http://43.138.170.29:35455/yy/27772604
赵本山《超清版》,http://43.138.170.29:35455/yy/1382683959
纪晓岚,http://43.138.170.29:35455/yy/1352227227
赵本山《蓝光版》,http://43.138.170.29:35455/yy/32160832
武林外传,http://43.138.170.29:35455/yy/1354752120
弹幕天团 下饭神剧,http://43.138.170.29:35455/yy/23512910
超喜剧地下交通站男神贾贵,http://43.138.170.29:35455/yy/1353428972
【新三国】蓝光版,http://43.138.170.29:35455/yy/1382705738
神探狄仁杰2,http://43.138.170.29:35455/yy/1382828767
纪晓岚,http://43.138.170.29:35455/yy/1354143978
天龙八部,http://43.138.170.29:35455/yy/1351814644
少年包青天1-3蓝光版,http://43.138.170.29:35455/yy/38498680
林正英-经典电影,http://43.138.170.29:35455/yy/34229877
【盜暮笔记】24h,http://43.138.170.29:35455/yy/1382702247
【赌神片 动作片 港片】,http://43.138.170.29:35455/yy/1355112116
鹿鼎记-高清全集,http://43.138.170.29:35455/yy/1382704650
超级吓人鬼片 恐怖片,http://43.138.170.29:35455/yy/1355641195
欢乐集结号-每天笑不停,http://43.138.170.29:35455/yy/1382741642
【鹿鼎记】金庸经典,http://43.138.170.29:35455/yy/28265277
雍正王朝 高清 护眼版,http://43.138.170.29:35455/yy/23206872
进来 陪你看动漫,http://43.138.170.29:35455/yy/1352866135
绝版电影 女鬼,http://43.138.170.29:35455/yy/1454587259
吃鱼了,http://43.138.170.29:35455/yy/1382764587
【战狼4】吴京老师,http://43.138.170.29:35455/yy/1354784284
【战狼3吴京】独播,http://43.138.170.29:35455/yy/37999586
【火蓝刀锋】臭鱼,http://43.138.170.29:35455/yy/1354784966
【济公】游本昌老师,http://43.138.170.29:35455/yy/25519088
绝版电影 600部,http://43.138.170.29:35455/yy/1382764593
YY恐怖电影,http://43.138.170.29:35455/yy/24066336
【动漫】斗罗斗破,http://43.138.170.29:35455/yy/1353098382
我的兄弟叫宝强,http://43.138.170.29:35455/yy/1354752117
神探狄仁杰,http://43.138.170.29:35455/yy/38338029
【义+】+奈奈新正在直播,http://43.138.170.29:35455/yy/1462815850
狄仁杰,http://43.138.170.29:35455/yy/1351755386
【新三国】萌儿陪看,http://43.138.170.29:35455/yy/29216766
隋唐英雄传 蓝光,http://43.138.170.29:35455/yy/1352475619
玲宝陪你看,http://43.138.170.29:35455/yy/1353215589
恐怖鬼片,http://43.138.170.29:35455/yy/1355485328
英叔僵尸 3000部,http://43.138.170.29:35455/yy/1353685311
纪晓岚,http://43.138.170.29:35455/yy/1382781415
知否知否应是绿肥红瘦,http://43.138.170.29:35455/yy/21881901
二龙湖浩哥【经典搞笑】,http://43.138.170.29:35455/yy/28205255
林正英 僵尸 鬼片,http://43.138.170.29:35455/yy/1351505899
康熙微服私访记,http://43.138.170.29:35455/yy/1352811698
83射雕英雄传,http://43.138.170.29:35455/yy/1354210357
雍正王朝,http://43.138.170.29:35455/yy/26650882
火凤凰之战狼七,http://43.138.170.29:35455/yy/1463088777
情满四合院,http://43.138.170.29:35455/yy/30736888
宰相刘罗锅,http://43.138.170.29:35455/yy/1382745191
地下交通站,http://43.138.170.29:35455/yy/1382736795
经典港片800部,http://43.138.170.29:35455/yy/1382800018
少年包青天,http://43.138.170.29:35455/yy/1382651363
【一代枭雄】24h,http://43.138.170.29:35455/yy/1355917294
花儿开心吧,http://43.138.170.29:35455/yy/1354930984
正阳门下,http://43.138.170.29:35455/yy/1354931580
新三国,http://43.138.170.29:35455/yy/26744898
武林外传,http://43.138.170.29:35455/yy/1353852605
雪中悍刀行,http://43.138.170.29:35455/yy/1382660835
泡芙陪你看电影,http://43.138.170.29:35455/yy/24407222
二号交通站,http://43.138.170.29:35455/yy/1382735582
港片电影,http://43.138.170.29:35455/yy/33897188
正阳门下 正在直播,http://43.138.170.29:35455/yy/1453059740
鹿鼎记-周星驰版,http://43.138.170.29:35455/yy/1354658049
燕双鹰,http://43.138.170.29:35455/yy/1354143942
66车讯,http://43.138.170.29:35455/yy/1382571192
女鬼 绝版电影,http://43.138.170.29:35455/yy/1459727675
女鬼 绝版电影,http://43.138.170.29:35455/yy/1355479289
速度与激情全集,http://43.138.170.29:35455/yy/1382749892
燕双鹰系列,http://43.138.170.29:35455/yy/1457622044
高分经典电影,http://43.138.170.29:35455/yy/1382754187
经典鬼片 绝版好看,http://43.138.170.29:35455/yy/1353850051
【老九门】首播,http://43.138.170.29:35455/yy/1353877164
燕双鹰,http://43.138.170.29:35455/yy/1352227153
神雕侠侣,http://43.138.170.29:35455/yy/1351762426
西游记后传 蓝光,http://43.138.170.29:35455/yy/1353392400
新三国24小时播放,http://43.138.170.29:35455/yy/1354555195
风筝,http://43.138.170.29:35455/yy/1382828770
放羊的星星,http://43.138.170.29:35455/yy/1355260662
纪晓岚,http://43.138.170.29:35455/yy/22982216
斗罗斗破精彩动漫,http://43.138.170.29:35455/yy/1507304388
怒海潜沙 &重启全集,http://43.138.170.29:35455/yy/1354744544
星爷功夫 经典武侠,http://43.138.170.29:35455/yy/74613175
丫头动漫 斗罗斗破,http://43.138.170.29:35455/yy/1458722520
[鬼怪.惊辣.墓穴],http://43.138.170.29:35455/yy/1382748585
父母爱情,http://43.138.170.29:35455/yy/1382746276
狂飙2港片电影,http://43.138.170.29:35455/yy/28099939
神探狄仁杰1—5部全集,http://43.138.170.29:35455/yy/1382705592
我和僵尸有个约会,http://43.138.170.29:35455/yy/1354143966
盗慕笔记鬼灯,http://43.138.170.29:35455/yy/1382765507
斗罗斗破,http://43.138.170.29:35455/yy/1354768828
【经典港片】佟瑶,http://43.138.170.29:35455/yy/23531261
举起手来-惊险抗日,http://43.138.170.29:35455/yy/1382736877
狄仁杰等你哦,http://43.138.170.29:35455/yy/1457579747
热度榜1.包青天,http://43.138.170.29:35455/yy/22701868
港片鬼片电影,http://43.138.170.29:35455/yy/1355364378
倚天屠龙记,http://43.138.170.29:35455/yy/1449856066
新主播，求照顾,http://43.138.170.29:35455/yy/29197808
【周星驰超级搞笑电影,http://43.138.170.29:35455/yy/38670875
抗日奇侠 首播,http://43.138.170.29:35455/yy/39204655
全职高手,http://43.138.170.29:35455/yy/26870427
送欢乐,http://43.138.170.29:35455/yy/34093016
港片鬼片全集,http://43.138.170.29:35455/yy/1459869766
鬼片赌片经典电影,http://43.138.170.29:35455/yy/1351496216
雪中悍刀行,http://43.138.170.29:35455/yy/1354943110
新白娘子传奇,http://43.138.170.29:35455/yy/1354490667
超级无敌吓人大片,http://43.138.170.29:35455/yy/1354952229
英叔全集经典鬼片,http://43.138.170.29:35455/yy/1354869861
24小时播放,http://43.138.170.29:35455/yy/29067083
少年歌行【蓝光】,http://43.138.170.29:35455/yy/1450556636
进来 陪你看电视,http://43.138.170.29:35455/yy/1353518742
武工队传奇,http://43.138.170.29:35455/yy/1354790484
叶问全集,http://43.138.170.29:35455/yy/1382828771
灌篮高手 正在直播,http://43.138.170.29:35455/yy/1351417866
【血色浪漫】经典回顾,http://43.138.170.29:35455/yy/33369999
【二炮手】孙红雷,http://43.138.170.29:35455/yy/1354330324
朱元璋电视剧,http://43.138.170.29:35455/yy/1382765235
燕双鹰,http://43.138.170.29:35455/yy/1355358366
大秧歌,http://43.138.170.29:35455/yy/1460463356
笑傲江湖 4K超清,http://43.138.170.29:35455/yy/1354282410
【天龙八部】蓝光超清,http://43.138.170.29:35455/yy/28996058
九品芝麻官包龙星,http://43.138.170.29:35455/yy/1354930968
燕双鹰专场,http://43.138.170.29:35455/yy/23026835
经典动漫,http://43.138.170.29:35455/yy/24180320
港片 喜剧 动作,http://43.138.170.29:35455/yy/1355480591
新主播，求照顾,http://43.138.170.29:35455/yy/1382690406
布丁-玄幻电影正在直播,http://43.138.170.29:35455/yy/1455460998
打狗棍,http://43.138.170.29:35455/yy/1354773122
泡芙陪你看电影,http://43.138.170.29:35455/yy/24407222
火蓝刀锋,http://43.138.170.29:35455/yy/1382737892
士兵突击,http://43.138.170.29:35455/yy/1382828766
【陪你看】金刚葫芦娃,http://43.138.170.29:35455/yy/1353323999
林正英 女鬼电影,http://43.138.170.29:35455/yy/1453996620
24H国漫热播,http://43.138.170.29:35455/yy/1353937086
鹿鼎记-周星驰版,http://43.138.170.29:35455/yy/1354658049
斗破苍穹玄幻剧,http://43.138.170.29:35455/yy/1356051105
寻秦记-穿越剧经典,http://43.138.170.29:35455/yy/1382749900
真实案件系列,http://43.138.170.29:35455/yy/1382671124
港片电影集,http://43.138.170.29:35455/yy/1455225203
特种兵系列,http://43.138.170.29:35455/yy/1508456184
【电视剧】士兵突击,http://43.138.170.29:35455/yy/96731358
五号特工组,http://43.138.170.29:35455/yy/1507704566
系列电视剧,http://43.138.170.29:35455/yy/1458015189
【成龙经典】动作,http://43.138.170.29:35455/yy/34460526
奇领 铁山靠【Y 正在直播,http://43.138.170.29:35455/yy/41584371
24灌篮高手正在直播,http://43.138.170.29:35455/yy/1350984033
彭禺厶鬼怪奇幻系列电影,http://43.138.170.29:35455/yy/1355249116
神探狄仁杰1,http://43.138.170.29:35455/yy/1354930934
开心剧场《地下交通站》,http://43.138.170.29:35455/yy/29907996
双月之城-国漫,http://43.138.170.29:35455/yy/1382736907
【雪豹】超经典,http://43.138.170.29:35455/yy/1450496699
星爷经典-百看不厌,http://43.138.170.29:35455/yy/1382736808
三国演义94年经典版,http://43.138.170.29:35455/yy/1354936241
【雪豹】超经典,http://43.138.170.29:35455/yy/1450496699
星爷经典-百看不厌,http://43.138.170.29:35455/yy/1382736808
三国演义94年经典版,http://43.138.170.29:35455/yy/1354936241
经典港片电影,http://43.138.170.29:35455/yy/1382793140
天道-9.2高分好剧,http://43.138.170.29:35455/yy/1382735574
纪晓岚专属,http://43.138.170.29:35455/yy/63826933
少年包青天第三部,http://43.138.170.29:35455/yy/1382736814
宋小宝小品合集,http://43.138.170.29:35455/yy/1354931577
炊事班的故事II,http://43.138.170.29:35455/yy/1382736885
【狂飙】4K,http://43.138.170.29:35455/yy/1382773728
你最爱的宋小宝,http://43.138.170.29:35455/yy/1354936198
读心神探,http://43.138.170.29:35455/yy/1382736875
小兵张嘎,http://43.138.170.29:35455/yy/1354930225
父母的爱情,http://43.138.170.29:35455/yy/1382768483
主播-求关注.24小时,http://43.138.170.29:35455/yy/1456625255
斗罗斗破动漫,http://43.138.170.29:35455/yy/1420843376
！,http://43.138.170.29:35455/yy/1353255986
笑傲帮,http://43.138.170.29:35455/yy/1382735555
情满四合院,http://43.138.170.29:35455/yy/1382736888
斗罗斗破,http://43.138.170.29:35455/yy/1354768831
康熙王朝,http://43.138.170.29:35455/yy/1382736818
【动漫】斗罗斗破,http://43.138.170.29:35455/yy/35742228
港剧《驼枪师姐》,http://43.138.170.29:35455/yy/1382688521
辽宁七七与你相见恨晚,http://43.138.170.29:35455/yy/1451760831
狂飙 蓝光,http://43.138.170.29:35455/yy/1382787686
【神雕侠侣】金庸经典,http://43.138.170.29:35455/yy/1382704651
今夜欢乐颂,http://43.138.170.29:35455/yy/1382735572
易中天品三国完整版,http://43.138.170.29:35455/yy/1461244449
【荒野求生】德爷 贝爷,http://43.138.170.29:35455/yy/39123221
【荒野求生】德爷贝爷蓝光,http://43.138.170.29:35455/yy/24759907
我的前半生,http://43.138.170.29:35455/yy/1382735564
为什么你一直是单身,http://43.138.170.29:35455/yy/89431014
电影,http://43.138.170.29:35455/yy/1458819360
济公游记,http://43.138.170.29:35455/yy/1355265814
一起合租的快乐生活~,http://43.138.170.29:35455/yy/38525272
我爱我家,http://43.138.170.29:35455/yy/1382735557
炊事班的故事III,http://43.138.170.29:35455/yy/1382736716
今晚80后脱口秀,http://43.138.170.29:35455/yy/1382745098
家花与野花,http://43.138.170.29:35455/yy/1354420982
妹子高分搞笑电影,http://43.138.170.29:35455/yy/33478222
现代军旅,http://43.138.170.29:35455/yy/1382830638
【案发现场】1-4部全集,http://43.138.170.29:35455/yy/33567888
鬼片恐怖片 美女陪你看,http://43.138.170.29:35455/yy/1335509613
经典电影,http://43.138.170.29:35455/yy/1355142167
港剧悬疑破案,http://43.138.170.29:35455/yy/10425097
【动漫】斗罗斗破超清全屏,http://43.138.170.29:35455/yy/1382689904
笑傲江湖,http://43.138.170.29:35455/yy/1354930909
吴京 特种战士,http://43.138.170.29:35455/yy/76101626
【林正英】僵尸 鬼片,http://43.138.170.29:35455/yy/30668277
经典港剧《法证先锋》,http://43.138.170.29:35455/yy/1461993663
烧脑破案24h陪你看,http://43.138.170.29:35455/yy/1355171357
经典鬼片3000部,http://43.138.170.29:35455/yy/29460894
【电影】顶级动作电影,http://43.138.170.29:35455/yy/24923327
【战狼3吴京首播】,http://43.138.170.29:35455/yy/1354752072
【电影】超然巨作,http://43.138.170.29:35455/yy/26623173
【电影】超然巨作,http://43.138.170.29:35455/yy/29170933
倚天屠龙记,http://43.138.170.29:35455/yy/1354755003
少年包青天三,http://43.138.170.29:35455/yy/61318527
倚天屠龙记,http://43.138.170.29:35455/yy/1382818085
吕小羊鬼片 正在直播,http://43.138.170.29:35455/yy/1354792118
利刃出击乐乐陪看,http://43.138.170.29:35455/yy/1352946111
港剧《驼枪师姐》,http://43.138.170.29:35455/yy/1382688521
父母爱情,http://43.138.170.29:35455/yy/1354926650
林正英 经典鬼片,http://43.138.170.29:35455/yy/1353312849
岳云鹏-屌丝也能追到美女,http://43.138.170.29:35455/yy/1382736882
宫心计,http://43.138.170.29:35455/yy/1382828769
开饭了大熊猫,http://43.138.170.29:35455/yy/1382741641
《刑事侦缉档案》4部连播,http://43.138.170.29:35455/yy/95017956
天龙神雕经典回忆,http://43.138.170.29:35455/yy/68260522
破案港剧,http://43.138.170.29:35455/yy/1350670730
《石敢当》六耳猕猴,http://43.138.170.29:35455/yy/1394156613
[影视] 济公游记,http://43.138.170.29:35455/yy/25221556
欧阳震华带你起飞,http://43.138.170.29:35455/yy/1456829119
案发现场全集,http://43.138.170.29:35455/yy/1354775242
新主播，求照顾,http://43.138.170.29:35455/yy/1394102549
战狼6吴京首播,http://43.138.170.29:35455/yy/1354330332
西游记后传,http://43.138.170.29:35455/yy/1382736846
德爷单挑荒野,http://43.138.170.29:35455/yy/62370558
法证先锋,http://43.138.170.29:35455/yy/1354930939
24H欧美惊悚科幻,http://43.138.170.29:35455/yy/1382656234
燃爆动作片,http://43.138.170.29:35455/yy/1382736801
欢乐集结号,http://43.138.170.29:35455/yy/1354931582
伪装者,http://43.138.170.29:35455/yy/1354936244
小欢喜,http://43.138.170.29:35455/yy/1382737888
国内喜剧,http://43.138.170.29:35455/yy/1382736862
法证先锋Ⅱ,http://43.138.170.29:35455/yy/1354888736
【港台】鬼片 惊悚 喜剧,http://43.138.170.29:35455/yy/1351030377
【荒野求生】德爷贝爷各种,http://43.138.170.29:35455/yy/21831828
恐怖片 女鬼,http://43.138.170.29:35455/yy/1455891197
炊事班的故事,http://43.138.170.29:35455/yy/1382749901
易中天品三国,http://43.138.170.29:35455/yy/1354931498
